,movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
3729,3730,93.0,0.0,USA,5000000.0,21197315.0,49948,211.0,196.0,14000,66.0,1000.0,200.0,161.0,1410,6.1,Good
4517,4518,92.0,0.0,USA,1100000.0,1400000.0,1324,37.0,57.0,241,155.0,448.0,426.0,147.0,1329,5.9,Fair
2841,2842,107.0,5.0,USA,13000000.0,44726644.0,42614,120.0,50.0,0,58.0,549.0,439.0,316.0,1747,6.8,Good
1949,1950,99.0,1.0,USA,25000000.0,24042490.0,40776,250.0,298.0,10000,24.0,3000.0,441.0,155.0,3744,5.6,Fair
4098,4099,108.0,4.0,USA,3300000.0,2961991.0,15885,78.0,42.0,0,232.0,10000.0,721.0,353.0,11459,6.9,Good
1047,1048,120.0,1.0,USA,48000000.0,50173190.0,148490,537.0,140.0,0,34.0,18000.0,12000.0,1000.0,33615,7.4,Good
1626,1627,94.0,1.0,Spain,17000000.0,56816662.0,301149,509.0,487.0,78000,11000.0,617.0,204.0,183.0,1289,7.7,Good
1350,1351,94.0,1.0,USA,30000000.0,71038190.0,23473,123.0,76.0,8000,99.0,598.0,557.0,377.0,3552,4.4,Fair
3621,3622,96.0,1.0,Germany,6000000.0,4394936.0,11439,190.0,35.0,901,3.0,4000.0,812.0,353.0,5668,5.3,Fair
2051,2052,119.0,0.0,USA,19000000.0,65807024.0,172405,203.0,63.0,0,0.0,10000.0,345.0,244.0,11013,6.8,Good
4284,4285,120.0,1.0,USA,2000000.0,1098224.0,397,30.0,7.0,32,0.0,178.0,69.0,40.0,359,3.3,Bad
392,393,140.0,0.0,USA,87000000.0,120147445.0,57661,455.0,175.0,0,378.0,12000.0,947.0,599.0,13808,7.3,Good
3047,3048,184.0,0.0,UK,11000000.0,48468407.52680933,101627,369.0,124.0,0,0.0,385.0,293.0,111.0,1104,8.1,Excellent
3106,3107,153.0,1.0,UK,10000000.0,16800000.0,25303,138.0,56.0,0,82.0,695.0,275.0,139.0,1593,7.5,Good
2875,2876,120.0,0.0,France,13000000.0,4857376.0,63084,123.0,165.0,0,107.0,12000.0,530.0,280.0,13208,7.3,Good
3256,3257,89.0,1.0,Canada,10000000.0,48468407.52680933,3015,27.0,15.0,850,3.0,764.0,716.0,499.0,2876,6.5,Good
3737,3738,94.0,4.0,USA,5000000.0,14123773.0,108683,561.0,444.0,25000,520.0,11000.0,892.0,192.0,12306,5.3,Fair
2289,2290,106.0,0.0,USA,20000000.0,10555348.0,17349,42.0,20.0,855,277.0,22000.0,2000.0,383.0,24887,6.0,Fair
1096,1097,110.0,2.0,Peru,45000000.0,57362581.0,50148,116.0,38.0,0,49.0,13000.0,279.0,20.0,13331,5.4,Fair
2976,2977,109.0,3.0,USA,12000000.0,8134217.0,15412,90.0,81.0,0,67.0,436.0,223.0,192.0,1141,7.0,Good
1382,1383,93.0,0.0,USA,36000000.0,50129186.0,38399,218.0,72.0,0,84.0,551.0,284.0,263.0,1874,6.9,Good
3405,3406,106.0,2.0,USA,8000000.0,532190.0,5673,37.0,23.0,0,23.0,1000.0,273.0,200.0,1610,6.8,Good
3630,3631,99.0,2.0,USA,6000000.0,2077046.0,27266,75.0,147.0,0,129.0,976.0,617.0,362.0,2748,7.0,Good
3842,3843,117.0,4.0,UK,4500000.0,52700832.0,107923,197.0,84.0,0,179.0,1000.0,398.0,239.0,1862,7.1,Good
3241,3242,104.0,4.0,Spain,10000000.0,3607.0,22753,94.0,71.0,0,275.0,439.0,161.0,102.0,940,6.1,Good
32,33,108.0,0.0,USA,200000000.0,334185206.0,306320,736.0,451.0,24000,13000.0,40000.0,25000.0,11000.0,79957,6.5,Good
2852,2853,91.0,5.0,USA,13000000.0,27052167.0,24834,168.0,57.0,934,6.0,904.0,471.0,459.0,3353,6.1,Good
390,391,144.0,0.0,USA,88000000.0,61644321.0,148238,529.0,201.0,0,2000.0,680.0,655.0,537.0,2523,8.0,Good
505,506,105.0,0.0,Canada,80000000.0,23219748.0,84508,308.0,272.0,20000,545.0,795.0,172.0,74.0,1099,5.6,Fair
4055,4056,87.0,0.0,USA,2200000.0,30000000.0,43485,327.0,138.0,0,28.0,426.0,359.0,217.0,1472,5.4,Fair
4589,4590,91.0,1.0,New Zealand,1000000.0,287761.0,2482,16.0,31.0,0,9.0,53.0,24.0,9.0,86,7.6,Good
1181,1182,102.0,6.0,USA,42000000.0,18600911.0,125198,153.0,258.0,11000,20.0,107.0,81.0,54.0,362,6.6,Good
2742,2743,103.0,0.0,USA,15000000.0,73548.0,47574,209.0,177.0,0,129.0,14000.0,1000.0,1000.0,18639,6.1,Good
4438,4439,20.0,0.0,USA,1500000.0,48468407.52680933,4120,70.0,56.0,0,21.0,0.0,0.0,0.0,0,6.8,Good
4629,4630,111.0,0.0,USA,1000000.0,48468407.52680933,207,1.0,1.0,212,0.0,657.0,608.0,426.0,2677,5.3,Fair
3207,3208,168.0,0.0,India,10000000.0,48468407.52680933,12411,110.0,20.0,533,53.0,307.0,200.0,45.0,616,6.3,Good
4613,4614,94.0,1.0,UK,39752620.436387606,48468407.52680933,340,7.0,12.0,32,82.0,694.0,196.0,47.0,964,7.3,Good
448,449,101.0,4.0,USA,80000000.0,133668525.0,107817,255.0,139.0,14000,221.0,12000.0,11000.0,11000.0,39269,5.4,Fair
5019,5020,143.0,0.0,USA,17350.0,48468407.52680933,125,8.0,140.1942719807731,33,8.0,720.0,19.0,8.0,770,3.0,Bad
2297,2298,108.0,3.0,USA,20000000.0,8054280.0,6838,117.0,76.0,924,54.0,786.0,567.0,463.0,2730,6.3,Good
4079,4080,126.0,0.0,USA,3000000.0,48468407.52680933,21316,162.0,91.0,0,393.0,862.0,376.0,281.0,2269,7.8,Good
3278,3279,106.0,2.0,USA,10000000.0,3571735.0,39260,129.0,259.0,0,50.0,17000.0,908.0,741.0,21711,6.6,Good
3843,3844,90.0,1.0,USA,4500000.0,48468407.52680933,71217,228.0,118.0,0,143.0,1000.0,901.0,811.0,5002,7.2,Good
2892,2893,90.0,0.0,Australia,13000000.0,28399192.0,5663,106.0,61.0,332,0.0,477.0,238.0,234.0,1483,5.4,Fair
3064,3065,102.0,1.0,USA,11000000.0,2807854.0,14129,39.0,14.0,967,8.0,14000.0,163.0,40.0,14281,5.1,Fair
4143,4144,113.0,0.0,Brazil,2900000.0,5595428.0,28951,257.0,71.0,0,179.0,119.0,14.0,11.0,167,8.0,Good
2066,2067,98.0,2.0,USA,23000000.0,12782508.0,20163,71.0,45.0,1000,4.0,29000.0,22000.0,11000.0,63194,6.7,Good
5020,5021,85.0,0.0,USA,15000.0,192467.0,4067,71.0,51.0,297,157.0,830.0,224.0,10.0,1064,6.6,Good
212,213,106.0,0.0,USA,125000000.0,163192114.0,229679,637.0,344.0,15000,255.0,14000.0,1000.0,850.0,18003,5.8,Fair
2034,2035,95.0,1.0,USA,24000000.0,16964743.0,22844,140.0,84.0,876,126.0,2000.0,989.0,886.0,4681,5.6,Fair
2872,2873,84.0,0.0,USA,13000000.0,5002310.0,25541,181.0,47.0,0,2.0,15000.0,816.0,690.0,18864,5.6,Fair
782,783,96.0,1.0,USA,60000000.0,32122249.0,69319,138.0,105.0,846,11000.0,22000.0,394.0,236.0,22889,5.9,Fair
243,244,120.0,2.0,USA,115000000.0,47952020.0,37750,134.0,231.0,16000,19.0,26000.0,11000.0,9000.0,46719,6.1,Good
3973,3974,107.0,0.0,USA,3768785.0,8000000.0,3167,90.0,21.0,456,24.0,277.0,244.0,83.0,731,7.0,Good
1561,1562,121.0,0.0,USA,55000000.0,16640210.0,53028,382.0,163.0,0,17000.0,12000.0,368.0,245.0,13040,6.8,Good
3162,3163,106.0,3.0,USA,10000000.0,14479776.0,55539,147.0,325.0,20000,13000.0,11000.0,430.0,309.0,12418,7.0,Good
3873,3874,89.0,6.0,UK,39752620.436387606,6940281.0,43135,346.0,149.0,0,143.0,1000.0,146.0,100.0,1291,7.3,Good
2971,2972,93.0,3.0,USA,12000000.0,10198766.0,12007,105.0,53.0,507,32.0,529.0,526.0,503.0,2393,5.4,Fair
121,122,105.0,2.0,USA,150000000.0,177243721.0,130272,209.0,185.0,2000,189.0,49000.0,3000.0,1000.0,54039,5.9,Fair
394,395,106.0,2.0,USA,38000000.0,144512310.0,272223,988.0,187.0,14000,357.0,23000.0,14000.0,4000.0,45327,6.7,Good
3,4,164.0,0.0,USA,250000000.0,448130642.0,1144337,2701.0,813.0,164000,22000.0,27000.0,23000.0,23000.0,106759,8.5,Excellent
4640,4641,97.0,0.0,USA,3000000.0,48468407.52680933,139,3.0,10.0,52,171.0,1000.0,171.0,76.0,1343,7.3,Good
2504,2505,99.0,7.0,USA,39752620.436387606,24708699.0,7991,30.0,62.0,0,17.0,918.0,912.0,826.0,4797,4.9,Fair
2320,2321,114.0,4.0,USA,20000000.0,3519627.0,41737,105.0,182.0,0,0.0,975.0,877.0,446.0,3014,6.9,Good
4795,4796,90.0,1.0,USA,400000.0,1689999.0,3675,48.0,69.0,426,25.0,231.0,200.0,138.0,771,7.1,Good
1168,1169,104.0,0.0,UK,42000000.0,20915465.0,38203,290.0,36.0,0,5.0,5000.0,922.0,687.0,7723,4.0,Bad
3135,3136,123.0,1.0,USA,10000000.0,18272447.0,3119,35.0,14.0,331,5.0,556.0,475.0,338.0,2149,5.9,Fair
1767,1768,90.0,0.0,Germany,28000000.0,45162741.0,201084,523.0,135.0,0,0.0,14000.0,10000.0,8000.0,34565,6.6,Good
3894,3895,86.0,0.0,USA,4500000.0,48468407.52680933,2806,11.0,46.0,0,2.0,707.0,619.0,555.0,2634,4.3,Fair
3452,3453,113.0,3.0,UK,8000000.0,3014541.0,19616,98.0,222.0,0,127.0,3000.0,415.0,373.0,4370,6.7,Good
834,835,86.0,1.0,USA,56000000.0,45860039.0,53118,221.0,117.0,0,10.0,12000.0,795.0,348.0,14146,6.2,Good
2694,2695,124.0,0.0,USA,15000000.0,10763469.0,13692,55.0,42.0,877,11000.0,11000.0,860.0,563.0,12685,6.4,Good
1558,1559,87.0,1.0,France,32000000.0,43095600.0,156267,340.0,163.0,0,255.0,26000.0,1000.0,810.0,29050,6.3,Good
3316,3317,93.0,1.0,USA,19000000.0,48468407.52680933,16198,57.0,44.0,0,8.0,22000.0,1000.0,558.0,24154,6.1,Good
2449,2450,111.0,1.0,USA,18000000.0,13362308.0,31898,111.0,217.0,0,655.0,24000.0,14000.0,405.0,39307,6.9,Good
3134,3135,105.0,8.0,USA,10000000.0,20338609.0,19655,280.0,211.0,683,500.0,11000.0,912.0,718.0,12946,6.8,Good
3382,3383,102.0,1.0,USA,7000000.0,15047419.0,357275,1061.0,288.0,18000,126.0,23000.0,1000.0,517.0,25462,7.6,Good
234,235,124.0,0.0,USA,120000000.0,89021735.0,387436,892.0,539.0,71000,364.0,11000.0,10000.0,1000.0,22004,7.0,Good
647,648,169.0,2.0,USA,70000000.0,216119491.0,881236,2277.0,219.0,22000,14000.0,15000.0,14000.0,13000.0,44998,8.6,Excellent
4689,4690,107.2010739856802,0.0,USA,39752620.436387606,48468407.52680933,3089,11.0,4.0,1000,364.0,22000.0,4000.0,567.0,26578,8.1,Excellent
3366,3367,108.0,2.0,USA,8000000.0,34746109.0,3122,14.0,11.0,559,0.0,585.0,434.0,388.0,3023,5.6,Fair
117,118,115.0,3.0,USA,150000000.0,206456431.0,320284,1361.0,276.0,0,13000.0,40000.0,16000.0,588.0,57844,6.7,Good
1073,1074,98.0,0.0,France,45000000.0,139852971.0,238671,461.0,358.0,63000,118.0,14000.0,935.0,558.0,16410,6.3,Good
1354,1355,118.0,0.0,USA,38000000.0,17305211.0,14066,75.0,47.0,352,150.0,24000.0,210.0,182.0,24547,6.1,Good
1781,1782,81.0,0.0,France,160000000.0,10762178.0,10369,153.0,100.0,1000,63.0,63.0,3.0,645.0097609561753,66,8.0,Good
405,406,100.0,1.0,USA,85000000.0,66941559.0,26413,77.0,84.0,372,36.0,2000.0,795.0,439.0,4182,4.8,Fair
4743,4744,91.0,0.0,USA,500000.0,154077.0,6884,53.0,81.0,238,12000.0,778.0,327.0,213.0,1440,6.6,Good
1365,1366,130.0,0.0,USA,40000000.0,9589875.0,16673,45.0,86.0,0,39.0,2000.0,898.0,534.0,5162,7.3,Good
1957,1958,120.0,1.0,USA,39752620.436387606,15331289.0,22289,106.0,86.0,0,0.0,577.0,464.0,58.0,1217,7.5,Good
385,386,104.0,0.0,USA,90000000.0,47474112.0,58227,181.0,84.0,2000,81.0,3000.0,643.0,612.0,5062,5.4,Fair
221,222,92.0,3.0,USA,130000000.0,131920333.0,213275,436.0,262.0,0,167.0,11000.0,2000.0,702.0,15302,5.6,Fair
703,704,87.0,6.0,USA,62000000.0,32178777.0,43300,250.0,150.0,0,12.0,3000.0,966.0,645.0,6658,3.8,Bad
1511,1512,91.0,2.0,USA,35000000.0,10214013.0,23072,89.0,90.0,0,31.0,1000.0,249.0,141.0,1564,5.4,Fair
1780,1781,97.0,2.0,USA,28000000.0,16779636.0,9338,167.0,100.0,209,710.0,497.0,347.0,258.0,1805,4.8,Fair
1007,1008,90.0,1.0,USA,70000000.0,23159305.0,128455,514.0,162.0,0,663.0,14000.0,631.0,521.0,16358,8.0,Good
437,438,110.0,0.0,USA,80000000.0,180965237.0,300542,378.0,154.0,0,0.0,10000.0,1000.0,898.0,12760,7.1,Good
2370,2371,85.0,1.0,UK,19000000.0,15911333.0,2855,119.0,47.0,663,2.0,1000.0,539.0,402.0,2429,3.6,Bad
2537,2538,126.0,0.0,USA,15000000.0,13005485.0,56665,469.0,158.0,0,26.0,638.0,624.0,385.0,2282,7.6,Good
4733,4734,102.0,0.0,USA,500000.0,1250798.0,1099,53.0,5.0,43,0.0,69.0,24.0,15.0,161,6.4,Good
2664,2665,103.0,2.0,USA,15000000.0,26161406.0,13874,52.0,81.0,0,20.0,512.0,316.0,125.0,1002,6.7,Good
2900,2901,109.0,0.0,USA,13000000.0,214966.0,28483,176.0,225.0,0,187.0,818.0,467.0,204.0,1813,6.1,Good
889,890,152.0,0.0,UK,2000000.0,48468407.52680933,67822,207.0,103.0,0,0.0,617.0,367.0,177.0,1403,7.7,Good
803,804,122.0,0.0,USA,55000000.0,22362500.0,35599,195.0,115.0,641,2000.0,11000.0,1000.0,1000.0,15275,6.1,Good
431,432,88.0,0.0,USA,85000000.0,80170146.0,243053,488.0,238.0,0,218.0,17000.0,4000.0,521.0,21863,6.1,Good
3751,3752,141.0,2.0,USA,5000000.0,48468407.52680933,2017,33.0,14.0,270,54.0,746.0,333.0,70.0,1332,6.2,Good
3158,3159,108.0,3.0,USA,10000000.0,11703287.0,4360,148.0,47.0,1000,2.0,772.0,232.0,30.0,1058,7.0,Good
4051,4052,98.0,0.0,USA,3000000.0,84749884.0,82133,359.0,264.0,14000,21.0,438.0,332.0,189.0,1081,5.7,Fair
3313,3314,121.0,0.0,UK,9000000.0,112935.0,8161,94.0,81.0,484,608.0,149.0,44.0,25.0,251,7.6,Good
1648,1649,107.0,0.0,USA,30000000.0,42385520.0,47297,86.0,138.0,16000,209.0,2000.0,594.0,357.0,4059,6.2,Good
4361,4362,96.0,4.0,USA,1800000.0,48468407.52680933,22764,91.0,62.0,511,88.0,595.0,356.0,196.0,1432,5.5,Fair
4653,4654,92.0,2.0,USA,39752620.436387606,3094687.0,24391,61.0,193.0,0,43.0,904.0,517.0,172.0,1751,6.7,Good
1463,1464,109.0,5.0,UK,35000000.0,28995450.0,19230,59.0,97.0,0,24.0,287.0,175.0,167.0,855,6.1,Good
2375,2376,131.0,1.0,USA,19000000.0,21483154.0,98741,236.0,252.0,53000,33.0,876.0,526.0,326.0,1985,7.6,Good
4464,4465,83.0,0.0,Canada,1500000.0,1521.0,1231,10.0,56.0,932,5.0,413.0,197.0,98.0,843,5.7,Fair
2874,2875,93.0,0.0,USA,13000000.0,25675765.0,60407,84.0,168.0,11000,24.0,552.0,528.0,499.0,2730,5.9,Fair
3684,3685,157.0,0.0,India,39752620.436387606,2197331.0,70233,321.0,33.0,0,85.0,397.0,227.0,199.0,1519,8.4,Excellent
2065,2066,92.0,0.0,USA,23000000.0,20763013.0,30840,383.0,80.0,0,114.0,912.0,535.0,434.0,2355,2.8,Bad
4961,4962,90.0,1.0,USA,40000.0,110536.0,4117,118.0,88.0,0,56.0,126.0,76.0,56.0,284,7.0,Good
2332,2333,122.0,0.0,USA,10000000.0,531009.0,7976,61.0,131.0,0,11000.0,11000.0,11000.0,188.0,22319,5.3,Fair
3567,3568,100.0,2.0,USA,6500000.0,2024854.0,564,21.0,4.0,19,0.0,1000.0,373.0,266.0,1942,6.6,Good
455,456,99.0,0.0,USA,80000000.0,109993847.0,72326,116.0,144.0,0,163.0,11000.0,869.0,495.0,12831,6.1,Good
1524,1525,101.0,0.0,USA,33000000.0,51758599.0,27580,232.0,107.0,742,43.0,2000.0,1000.0,655.0,5942,5.5,Fair
2908,2909,99.0,3.0,USA,12500000.0,1227324.0,6921,48.0,48.0,344,220.0,812.0,787.0,599.0,3337,6.6,Good
3521,3522,107.0,1.0,France,50000000.0,700000.0,24438,78.0,16.0,0,8.0,106.0,54.0,39.0,215,7.0,Good
2618,2619,101.0,0.0,USA,300000.0,47000000.0,157857,1191.0,318.0,12000,0.0,2000.0,742.0,598.0,4400,7.9,Good
1943,1944,106.0,3.0,UK,23000000.0,15785632.0,32507,119.0,216.0,15000,452.0,20000.0,732.0,141.0,21195,7.5,Good
1693,1694,130.0,0.0,USA,30000000.0,15709385.0,53053,132.0,154.0,0,149.0,1000.0,807.0,798.0,5101,6.7,Good
3897,3898,91.0,1.0,USA,4000000.0,35385560.0,27198,131.0,149.0,8000,357.0,3000.0,465.0,326.0,4807,4.6,Fair
701,702,116.0,0.0,France,62000000.0,77086030.0,65297,602.0,178.0,0,84.0,11000.0,919.0,563.0,14931,6.6,Good
4252,4253,129.0,0.0,USA,2000000.0,48468407.52680933,215086,471.0,127.0,15000,89.0,3000.0,226.0,161.0,3833,8.4,Excellent
1736,1737,128.0,3.0,USA,30000000.0,37036404.0,44816,259.0,148.0,0,0.0,955.0,869.0,754.0,5404,6.4,Good
4068,4069,125.0,2.0,USA,3000000.0,48468407.52680933,109335,241.0,183.0,0,0.0,516.0,417.0,180.0,1328,8.3,Excellent
329,330,152.0,0.0,USA,92000000.0,108638745.0,292022,1103.0,200.0,10000,0.0,2000.0,820.0,557.0,4270,7.7,Good
2851,2852,97.0,2.0,USA,18000000.0,27141959.0,19547,168.0,45.0,0,84.0,899.0,842.0,782.0,2936,2.5,Bad
643,644,113.0,1.0,USA,66000000.0,87704396.0,88132,274.0,138.0,0,36.0,537.0,427.0,232.0,1302,6.2,Good
5012,5013,79.0,0.0,USA,24000.0,48468407.52680933,493,21.0,28.0,61,3.0,93.0,46.0,42.0,243,7.0,Good
1088,1089,110.0,1.0,USA,45000000.0,70001065.0,191437,582.0,184.0,0,45.0,886.0,650.0,595.0,3174,7.1,Good
4711,4712,90.0,0.0,USA,600000.0,13493.0,531,19.0,18.0,51,4.0,919.0,711.0,218.0,2288,6.6,Good
4608,4609,107.2010739856802,9.0,Pakistan,1000000.0,48468407.52680933,876,15.0,6.0,259,3.0,7.0,5.0,4.0,19,7.0,Good
2129,2130,106.0,4.0,Spain,22000000.0,48468407.52680933,6920,22.0,82.0,0,195.0,20.0,10.0,0.0,30,6.7,Good
924,925,93.0,0.0,USA,39752620.436387606,35092918.0,15740,110.0,71.0,1000,14.0,2000.0,1000.0,728.0,5468,4.9,Fair
2669,2670,89.0,0.0,USA,15000000.0,20801344.0,49721,211.0,161.0,0,7.0,919.0,557.0,399.0,2559,5.1,Fair
4725,4726,79.0,1.0,USA,500000.0,30500882.0,42256,916.0,235.0,0,9.0,48.0,10.0,7.0,67,5.7,Fair
2136,2137,122.0,0.0,USA,21000000.0,132088910.0,533607,692.0,539.0,117000,737.0,34000.0,22000.0,14000.0,72115,7.8,Good
2620,2621,102.0,0.0,USA,15000000.0,101978840.0,77724,162.0,157.0,26000,79.0,925.0,38.0,27.0,1018,6.6,Good
4909,4910,89.0,0.0,USA,39752620.436387606,48468407.52680933,78,1.0,1.0,267,0.0,138.0,18.0,15.0,192,6.8,Good
4946,4947,90.0,2.0,USA,125000.0,1573712.0,21618,62.0,171.0,3000,100.0,830.0,128.0,9.0,973,6.7,Good
2865,2866,118.0,0.0,Ireland,13000000.0,14677654.0,161288,351.0,421.0,72000,412.0,805.0,681.0,491.0,2499,8.3,Excellent
1036,1037,135.0,2.0,UK,39752620.436387606,7994115.0,90932,209.0,195.0,21000,628.0,22000.0,882.0,830.0,24316,7.4,Good
4382,4383,98.0,3.0,USA,1700000.0,1943649.0,8697,122.0,77.0,374,3.0,349.0,347.0,327.0,2095,6.3,Good
2161,2162,91.0,1.0,USA,20000000.0,94497271.0,17829,99.0,100.0,0,67.0,2000.0,641.0,597.0,4729,3.7,Bad
4864,4865,96.0,0.0,USA,300000.0,48468407.52680933,24,2.0,140.1942719807731,85,0.0,471.0,320.0,270.0,1399,4.3,Fair
609,610,127.0,8.0,UK,70000000.0,38345403.0,212085,492.0,228.0,15000,905.0,15000.0,588.0,271.0,16034,7.7,Good
438,439,142.0,0.0,USA,78000000.0,407999255.0,701607,1959.0,673.0,140000,378.0,34000.0,14000.0,575.0,49942,7.3,Good
792,793,130.0,0.0,UK,60000000.0,26616590.0,120416,857.0,172.0,10000,545.0,722.0,585.0,552.0,2525,6.7,Good
1465,1466,108.0,0.0,USA,30000000.0,20981633.0,78256,492.0,270.0,0,251.0,826.0,716.0,296.0,2351,5.9,Fair
2856,2857,126.0,0.0,USA,18000000.0,25592632.0,220475,1066.0,330.0,20000,0.0,2000.0,850.0,745.0,5371,7.2,Good
2477,2478,98.0,2.0,USA,23000000.0,58006147.0,67653,108.0,97.0,0,209.0,158.0,152.0,129.0,816,6.2,Good
2607,2608,107.0,1.0,USA,15000000.0,111936400.0,87538,79.0,27.0,0,425.0,742.0,384.0,247.0,2151,6.0,Fair
705,706,187.0,1.0,USA,44000000.0,54116191.0,272839,1018.0,596.0,114000,16000.0,46000.0,1000.0,1000.0,49912,7.9,Good
3376,3377,107.0,0.0,USA,8000000.0,18090181.0,38191,271.0,109.0,0,0.0,969.0,449.0,112.0,1775,6.4,Good
80,81,132.0,0.0,USA,170000000.0,155111815.0,228554,710.0,416.0,53000,274.0,26000.0,17000.0,11000.0,72881,6.1,Good
317,318,114.0,1.0,USA,105000000.0,28772222.0,33953,163.0,163.0,37000,19.0,1000.0,897.0,848.0,3962,5.3,Fair
944,945,125.0,1.0,USA,50000000.0,127997349.0,101178,779.0,321.0,90000,252.0,40000.0,11000.0,10000.0,62837,6.0,Fair
2604,2605,120.0,3.0,Taiwan,15000000.0,128067808.0,217740,1641.0,287.0,0,0.0,103.0,21.0,5.0,129,7.9,Good
3520,3521,107.0,1.0,UK,9000000.0,1000000.0,2215,26.0,6.0,122,6.0,963.0,750.0,375.0,2209,6.3,Good
1789,1790,134.0,0.0,USA,28000000.0,5532301.0,21606,117.0,85.0,0,17000.0,2.0,2.0,0.0,4,7.0,Good
2780,2781,105.0,1.0,UK,13000000.0,29959436.0,82327,350.0,331.0,18000,58.0,11000.0,1000.0,583.0,12894,6.4,Good
3712,3713,124.0,1.0,USA,5000000.0,48468407.52680933,161972,356.0,117.0,9000,0.0,12000.0,754.0,452.0,13864,8.2,Excellent
2419,2420,89.0,0.0,USA,1000000.0,21378000.0,46492,335.0,212.0,7000,0.0,2000.0,826.0,606.0,4877,6.8,Good
4114,4115,44.0,0.0,USA,39752620.436387606,48468407.52680933,2948,28.0,7.0,3000,686.6217091940057,786.0,341.0,246.0,1551,7.9,Good
2937,2938,96.0,0.0,USA,12000000.0,31597131.0,97938,605.0,207.0,0,132.0,49000.0,989.0,933.0,52138,6.8,Good
4267,4268,100.0,2.0,USA,1500000.0,4599680.0,68222,545.0,126.0,0,308.0,1000.0,482.0,374.0,2186,6.8,Good
3055,3056,88.0,0.0,USA,13000000.0,11501093.0,128850,604.0,221.0,10000,0.0,901.0,888.0,795.0,3913,7.6,Good
4951,4952,94.0,0.0,France,120000.0,48468407.52680933,1962,10.0,36.0,187,0.0,12.0,7.0,5.0,27,7.4,Good
4128,4129,90.0,1.0,USA,3000000.0,48468407.52680933,62,1.0,140.1942719807731,54,66.0,1000.0,975.0,452.0,3882,6.2,Good
1345,1346,60.0,4.0,USA,39752620.436387606,48468407.52680933,38383,86.0,22.0,0,686.6217091940057,23000.0,967.0,501.0,25160,7.8,Good
216,217,125.0,3.0,USA,125000000.0,107285004.0,189855,1018.0,183.0,0,541.0,920.0,890.0,409.0,2699,3.7,Bad
1443,1444,60.0,4.0,USA,39752620.436387606,48468407.52680933,1641,11.0,3.0,265,686.6217091940057,897.0,637.0,628.0,3438,7.0,Good
3571,3572,105.0,0.0,USA,6500000.0,66637.0,29608,92.0,217.0,0,38.0,12000.0,712.0,706.0,14462,7.2,Good
3512,3513,100.0,0.0,USA,7000000.0,2148212.0,781,20.0,25.0,157,0.0,655.0,476.0,359.0,1906,6.3,Good
4548,4549,109.0,0.0,USA,1000000.0,48468407.52680933,7346,69.0,40.0,624,23.0,183.0,102.0,88.0,510,7.2,Good
2612,2613,141.0,2.0,USA,100000000.0,48468407.52680933,62,1.0,1.0,0,335.0,11000.0,744.0,635.0,13390,6.1,Good
4461,4462,95.0,1.0,USA,1300000.0,695229.0,11369,65.0,43.0,872,12000.0,12000.0,680.0,636.0,14420,7.2,Good
2798,2799,112.0,0.0,USA,14000000.0,11204499.0,38142,270.0,195.0,0,0.0,12000.0,593.0,383.0,13528,7.0,Good
4800,4801,97.0,3.0,USA,500000.0,48468407.52680933,143,5.0,9.0,194,0.0,935.0,709.0,271.0,2350,5.4,Fair
2141,2142,104.0,1.0,USA,21000000.0,17757087.0,13065,253.0,85.0,897,52.0,711.0,490.0,484.0,3162,4.6,Fair
2286,2287,96.0,2.0,USA,20000000.0,10569071.0,35586,131.0,104.0,0,11000.0,11000.0,474.0,223.0,11867,7.4,Good
3012,3013,113.0,9.0,Georgia,20000000.0,17149.0,12128,61.0,74.0,0,212.0,567.0,111.0,18.0,708,5.6,Fair
2981,2982,122.0,0.0,USA,12000000.0,6754898.0,20000,188.0,132.0,0,708.0,433.0,398.0,316.0,1291,6.2,Good
1478,1479,98.0,1.0,UK,31000000.0,16831505.0,51842,173.0,129.0,0,12.0,4000.0,4000.0,663.0,9330,6.3,Good
4258,4259,137.0,3.0,Germany,2000000.0,11284657.0,259379,407.0,215.0,39000,207.0,380.0,284.0,155.0,927,8.5,Excellent
1184,1185,138.0,5.0,USA,40000000.0,150117807.0,358416,751.0,538.0,63000,737.0,34000.0,23000.0,14000.0,83012,7.3,Good
1850,1851,133.0,4.0,USA,26000000.0,33200000.0,28247,149.0,46.0,0,759.0,826.0,130.0,67.0,1154,7.2,Good
1131,1132,139.0,0.0,USA,45000000.0,4584886.0,19114,115.0,115.0,0,179.0,267.0,202.0,50.0,538,6.4,Good
4219,4220,97.0,0.0,USA,39752620.436387606,565592.0,2189,63.0,15.0,500,23.0,982.0,599.0,326.0,2580,6.8,Good
867,868,122.0,2.0,UK,55000000.0,41609593.0,145422,572.0,149.0,0,287.0,22000.0,2000.0,135.0,24270,7.3,Good
4189,4190,105.0,1.0,USA,2500000.0,5400000.0,183288,395.0,121.0,22000,0.0,15.0,12.0,4.0,36,8.1,Excellent
1390,1391,127.0,1.0,USA,36000000.0,14378353.0,12375,194.0,95.0,846,96.0,746.0,602.0,577.0,2393,6.8,Good
